Name_domain,Product_name,Region,Country,Average_rating,Number_of_rates,Price,Type
Famille Cros Pujol,Zangre Blanc 2022,Pays d'Oc,France,3.7,35,7.5,White
Château Vessière,Le Mas de Vessière Rosé 2022,Pays d'Oc,France,3.5,33,7.5,Rose
Famille Cros Pujol,Zangre Rosé 2022,Pays d'Oc,France,3.7,58,7.5,Rose
Château de Pennautier,Cabardès Rosé 2022,Cabardès,France,3.7,263,7.5,Rose
Domaine de la Perdrix,La Coule Douce Rosé 2022,Languedoc-Roussillon,France,3.7,32,7.5,Rose
Tenute Orestiadi,Molino a Vento Grillo 2022,Terre Siciliane,Italy,3.4,1009,7.52,White
Famille Lebas,Muscadet-Sèvre et Maine Sur Lie 2022,Muscadet-Sevre et Maine,France,3.8,44,7.54,White
Château Brespaillan,Cuvée Joséphine Bordeaux Supérieur 2015,Bordeaux Supérieur,France,4.0,82,7.54,Red
Les Jamelles,Syrah 2021,Pays d'Oc,France,3.9,153,7.55,Red
Château Chillac,Bordeaux 2017,Bordeaux,France,3.3,45,7.56,Red
Jeff Carrel,Les Darons Rouge 2022,Languedoc,France,3.8,19851,7.57,Red
Château Pasquier,Bordeaux 2020,Bordeaux,France,4.0,85,7.58,Red
La Bastide Saint Dominique,Syrah - Merlot 2021,Méditerranée,France,3.5,80,7.6,Red
Les Vignerons du Sommiérois,Merlot 2020,Pays d'Oc,France,2.5,26,7.6,Red
Cailhol Gautran,Sinequano 2022,Minervois,France,3.6,188,7.6,Red
Les Vignerons du Sommiérois,Cabernet Sauvignon 2021,Pays d'Oc,France,3.0,48,7.6,Red
Sainte Cécile du Parc,Notes Pures 2020,Pézenas,France,3.8,113,7.6,White
Château Salitis,Sauvignon 2021,Pays d'Oc,France,3.4,64,7.6,White
Sainte Cécile du Parc,Notes Frivoles 2020,Pézenas,France,3.6,92,7.6,Rose
Château Verthamon,Bordeaux 2018,Bordeaux,France,3.4,115,7.63,Red
Château Bel Air Gallier,Graves Blanc 2012,Bordeaux,France,3.4,60,7.65,White
Gérard Bertrand,Perles de Sauvignon Blanc 2021,South West France,France,3.7,66,7.65,White
Jeff Carrel,Les Darons Rouge 2021,Languedoc,France,3.9,639,7.66,Red
Cantine La Pergola,Carpio Bianco 2021,Benaco Bresciano,Italy,3.6,98,7.68,White
Bonacchi,Gentilesco Chianti 2021,Chianti,Italy,3.9,257,7.68,Red
Aurelia Visinescu,Nomad Feteasca Regala 2018,Dealu Mare,Romania,3.6,35,7.7,White
Domaine de Quissat,100 Pour 100 2022,Agenais,France,3.8,201,7.7,Red
Sainte Cécile du Parc,Notes Franches 2015,Hérault,France,3.7,232,7.7,Red
Dionysos,La Devèze Côtes du Rhône 2020,Côtes-du-Rhône,France,3.9,54,7.7,Red
Sainte Cécile du Parc,Notes Franches 2019,Hérault,France,3.7,232,7.7,Red
Château Grand-Jean,Bordeaux 2020,Bordeaux,France,3.8,107,7.7,Red
Gayda,Collection Grenache 2021,Pays d'Oc,France,3.6,67,7.7,Red
Les Jamelles,Cabernet Sauvignon 2021,Pays d'Oc,France,3.6,4747,7.75,Red
Francis Jourdain - Domaine des Moreaux,Chèvrefeuille Valençay 2022,Valençay,France,3.8,301,7.75,White
Villa Dria,Chardonnay - Gros Manseng (Terre de Feu) 2021,Côtes de Gascogne,France,3.8,317,7.75,White
Marrenon,Les Grains Viognier 2022,Méditerranée,France,3.6,48,7.75,White
Château Tayac,Côtes de Bourg 2019,Côtes de Bourg,France,3.5,662,7.76,Red
Château Roc de Minvielle,Bordeaux 2020,Bordeaux,France,3.5,37,7.77,Red
Domaine Valambelle,Millepeyres Faugères 2020,Languedoc,France,3.6,358,7.79,Red
Château de Nouvelles,Mas La Borde Fitou 2021,Fitou,France,3.7,292,7.79,Red
Domaine Deshenrys,Marselan Edition Solo 2021,Languedoc,France,3.5,31,7.79,Red
Domaine Py,Pinot Noir 2022,Pays d'Oc,France,3.5,254,7.79,Red
La Croix Baraillet,Bordeaux 2016,Bordeaux,France,3.1,91,7.8,Red
Francis Jourdain - Domaine des Moreaux,Les Griottes Valençay 2022,Valençay,France,3.5,167,7.8,Red
Domaine Deleuze-Rochetin,Bohème 2021,Pays d'Oc,France,3.7,74,7.8,Rose
Domaine la Provenquière,Péché Coquin Rosé 2022,Pays d'Oc,France,3.8,195,7.8,Rose
Château du Juge,L'Enclos du Juge Les Ferboy Bordeaux 2020,Bordeaux,France,3.3,114,7.8,Red
Domaine du Clos Roca,Ecceterra Rouge 2022,Hérault,France,3.7,413,7.8,Red
Château Malijay,La Princesse de Malijay Blanc 2020,Vaucluse,France,3.7,48,7.8,White
La Genestière,Côtes du Rhône 2021,Côtes-du-Rhône,France,3.6,170,7.8,Red
Domaine Mas de la Tour,Rouge 2022,Pays d'Oc,France,3.3,295,7.8,Red
Domaine du Clos Roca,Ecceterra Blanco 2022,Hérault,France,3.7,120,7.8,White
Clos del Rey,Baby del Rey 2022,Côtes du Roussillon Villages,France,3.6,43,7.8,Red
Domaine du Clos Roca,Ecceterra Rosé 2022,Hérault,France,3.3,37,7.8,Rose
Château Vrai Caillou,Entre-Deux-Mers 2020,Entre-deux-Mers,France,3.5,420,7.82,White
Gaetano Righi,Lambrusco Grasparossa Amabile,Lambrusco Grasparossa di Castelvetro,Italy,3.5,149,7.83,Sparkling
Château Brespaillan,Cuvée Courrèges Bordeaux Supérieur 2019,Bordeaux Supérieur,France,4.2,39,7.83,Red
Maison Le Jeune,Vendredi 2022,Aude,France,3.7,47,7.85,White
Jeff Carrel,Vieille Mule Rouge 2022,Côtes Catalanes,France,3.6,1526,7.85,Red
Domaine du Barrau,Bordeaux Rouge 2014,Bordeaux,France,3.6,33,7.85,Red
Les Jamelles,Clair de Rose 2022,Pays d'Oc,France,3.5,1579,7.85,Rose
Les Jamelles,Cinsault Rosé 2022,Pays d'Oc,France,3.7,1251,7.85,Rose
Francesco Rotolo - Confinis,Castadiva Friulano 2022,Friuli-Venezia Giulia,Italy,3.7,25,7.88,White
Jeff Carrel,Le Fiston Terres du Midi 2021,Languedoc,France,3.7,33,7.89,Red
Victor Berard,Côtes du Rhône Rouge 2021,Côtes-du-Rhône,France,3.6,63,7.89,Red
Château Malijay,Le Petit Prince de Malijay 2022,Vaucluse,France,3.6,258,7.9,Red
Château des Coccinelles,Domaine des Coccinelles Côtes du Rhône 2021,Côtes-du-Rhône,France,3.5,1723,7.9,Red
Villa des Anges,Red Blend Reserve 2021,Vin de France,France,3.9,231,7.9,Red
Domaine de la Grande Courtade,L'Instant Rouge 2020,Pays d'Oc,France,3.5,356,7.9,Red
Abbe Rous,Cuvée des Peintres Collioure Rouge 2011,Collioure,France,2.9,44,7.9,Red
Château Fredignac,La Gabare Blaye - Côtes de Bordeaux 2017,Blaye - Côtes de Bordeaux,France,3.6,35,7.9,Red
Badet Clement,Oraison Côtes du Rhône 2020,Côtes-du-Rhône,France,3.7,56,7.9,Red
Baron Maxime,Merlot 2021,Languedoc-Roussillon,France,3.6,277,7.9,Red
Intruso,Verdejo 2020,Rueda,Spain,3.7,38,7.9,White
Domaine le Grand Castelet,Violon d'Ingres Blanc 2022,Alpilles,France,3.8,108,7.9,White
Château des Coccinelles,Côtes du Rhône Blanc 2022,Côtes-du-Rhône,France,3.7,65,7.9,White
Lionel Osmin & Cie,Les Villas Villa Plage Blanche 2022,Vin de France,France,3.9,41,7.9,White
Château Grand-Jean,Entre-deux-Mers 2021,Entre-deux-Mers,France,3.4,638,7.9,White
Domaine Les Alexandrins,Le Cabanon des Alexandrins Viognier 2022,Vin de France,France,3.7,359,7.9,White
Château Cafol,Castillon - Côtes de Bordeaux 2016,Castillon - Côtes de Bordeaux,France,3.5,40,7.9,Red
Sainte Marie des Crozes,Les Pipelettes Le Rouge 2021,Corbières,France,3.7,257,7.9,Red
Domaine d'Escausses,Cuvée des Drilles Gaillac 2019,Gaillac,France,3.5,591,7.9,Red
Baron Maxime,Chardonnay 2021,Languedoc-Roussillon,France,3.4,105,7.9,White
Domaine Garnier,Valençay Prestige 2022,Valençay,France,3.8,41,7.9,Red
Marie & Sylvie Courselle,Le Petit Courselle Les Copins Rouge 2021,Vin de France,France,3.4,70,7.9,Red
Famille Perrin,Ventoux 2021,Ventoux,France,3.6,139,7.9,Red
Domaine de la Pigeade,Ventoux 'Les Sables' 2021,Ventoux,France,3.7,231,7.9,Red
Château Fongaban,Castillon - Côtes de Bordeaux 2019,Castillon - Côtes de Bordeaux,France,3.7,330,7.9,Red
Château de Pennautier,Chardonnay de Pennautier 2021,Pays d'Oc,France,3.7,52,7.9,White
Intruso,Jumilla 2020,Jumilla,Spain,4.0,50,7.9,Red
Don Cristobal,1492 Malbec 2022,Mendoza,Argentina,3.5,2273,7.9,Red
Château de Fontenille,Bordeaux Rouge 2021,Bordeaux,France,3.7,2146,7.9,Red
Parcé Frères,Zoé 2022,Côtes du Roussillon Villages,France,3.4,70,7.9,Red
Côte des Roses,Pinot Noir 2021,Pays d'Oc,France,3.7,82,7.9,Red
Campagnola,Chardonnay 2021,Veneto,Italy,4.0,60,7.9,White
Domaine le Grand Castelet,Violon d'Ingres Rosé 2022,Alpilles,France,3.9,75,7.9,Rose
Campagnola,Pinot Grigio Blush 2021,delle Venezie,Italy,4.0,54,7.9,Rose
Château Puy Boyrein,Graves Blanc 2020,Graves,France,3.3,49,7.9,White
Marie & Sylvie Courselle,Le Petit Courselle Les Copinnes Blanc 2021,Vin de France,France,3.4,41,7.9,White
Bodegas Pedro Escudero,Valdelagunde Verdejo 2022,Rueda,Spain,4.0,308,7.9,White
Intruso,Garnacha 2020,Calatayud,Spain,4.0,96,7.9,Red
L'Ostal Cazes,Rosé 2022,Pays d'Oc,France,4.0,146,7.9,Rose
Domaine Chiroulet,Le Temps des Fleurs Haut en Couleurs Côtes de Gascogne Rosé 2022,Côtes de Gascogne,France,3.7,194,7.9,Rose
Château Malijay,Le Fou de Malijay Rosé 2022,Vaucluse,France,3.6,51,7.9,Rose
Deprade Jorda,Insolent Blanc 2022,Côtes Catalanes,France,4.4,71,7.9,White
Château de Lidonne,Côtes de Bourg 2017,Côtes de Bourg,France,3.7,180,7.92,Red
Chastenet de Puysegur,Haut-Médoc 2017,Haut-Médoc,France,3.5,145,7.93,Red
Les Niçois,Rosé Garcia Bio 2022,Vin de France,France,3.6,171,7.93,Rose
Sainte Magdelaine,Merlot 2021,Pays d'Oc,France,3.5,143,7.95,Red
Domini Veneti,Bardolino Classico 2019,Bardolino Classico,Italy,3.5,107,7.95,Red
Cellier des Princes,Hérédita Côtes-du-Rhône 2020,Côtes-du-Rhône,France,3.9,122,7.95,Red
De Moya,Gloria 2020,Valencia,Spain,3.9,147,7.95,Red
Bodegas Castelo de Medina,Castelo de Medina Sauvignon Blanc 2022,Rueda,Spain,3.9,65,7.95,White
M. Chapoutier,Les Vignes de Bila-Haut Côtes du Roussillon Blanc 2022,Côtes du Roussillon,France,3.6,1801,7.95,White
Domaine de Joy,L'Eclat Côtes de Gascogne 2022,Côtes de Gascogne,France,3.6,982,7.95,White
Réthoré Davy,Le Chapitre Pinot Gris 2022,Loire Valley,France,3.7,267,7.95,White
Laderas de Romeo,Sauvignon Blanc 2022,Murcia,Spain,3.9,80,7.95,White
Les Jamelles,Roussanne 2022,Pays d'Oc,France,3.6,109,7.95,White
Château Les Bascauts,Côtes de Bourg 2019,Côtes de Bourg,France,3.3,162,7.95,Red
Dune (Caveau Les Sablons),Gris de Gris 2022,Sable de Camargue,France,3.9,253,7.95,Rose
San Marzano,Tramari Rosé di Primitivo 2022,Salento,Italy,3.9,213,7.95,Rose
Freixenet,Prosecco,Prosecco,Italy,3.7,9187,7.95,Sparkling
Maschio,Pinot Rosa Veneto Frizzante,Veneto,Italy,3.4,1553,7.95,Sparkling
Les Jamelles,Carignan 2021,Pays d'Oc,France,3.8,808,7.95,Red
Domaine la Provenquière,Cuvée P Cabernet Franc - Merlot 2020,Pays d'Oc,France,3.7,205,7.95,Red
Domaine La Maurerie,Esprit du Terroir Saint-Chinian 2020,Saint-Chinian,France,3.7,80,7.95,Red
Castillo de Aresan,Tradición de Aresan Tempranillo - Cabernet Sauvignon - Petit Verdot 2021,La Mancha,Spain,3.8,251,7.95,Red
Château Bas d'Aumelas,Barathym de la Garrigue d'Aumelas Rouge 2020,Languedoc,France,3.8,50,7.95,Red
Chateau Lion Noir,Château Lion Noir Cosyns 2019,Côtes de Bourg,France,4.0,38,7.95,Red
Domaine Chante Cigale,The Cicada 2022,Vin de France,France,3.7,2167,7.95,Red
Uby,No 4 Côtes de Gascogne Gros - Petit Manseng 2022,Côtes de Gascogne,France,4.1,101,7.96,White
Loggia dei Sani,Oro dei Sani Chianti 2021,Chianti,Italy,3.5,35,7.98,Red
Conti Zecca,Cantalupi Chardonnay Salento 2022,Salento,Italy,3.3,549,7.98,White
Dezzani,Otto Bucce,Piemonte,Italy,3.7,1960,7.99,Red
Bellamico,Falanghina Beneventano 2022,Falanghina del Beneventano,Italy,3.1,72,7.99,White
Château de Sauvage,Cuvée Charlet Graves 2019,Graves,France,3.9,36,8.0,Red
M. Chapoutier,Marius Grenache - Syrah 2022,Pays d'Oc,France,3.6,127,8.0,Red
Cantele,Verdeca 2020,Puglia,Italy,3.8,75,8.0,White
Chateau des Hospices,Nova Ona Blanc 2022,Languedoc-Roussillon,France,3.8,33,8.0,White
Caravinserail,Elicio Vermentino 2019,Méditerranée,France,3.6,26,8.0,White
Famille Jean-Pierre Rambier - Domaine Haut-Lirou,C Chardonnay 2022,Pays d'Oc,France,3.8,45,8.0,White
M. Chapoutier,Marius Vermentino 2021,Pays d'Oc,France,3.6,395,8.0,White
Mas Cremat,Les Balmettes Blanc 2022,Côtes Catalanes,France,3.3,51,8.0,White
Château Thieuley,Bordeaux Sec 2022,Bordeaux Sec,France,3.6,1025,8.0,White
Château Adelaide,Voltige Gaillac 2016,Gaillac,France,3.6,81,8.0,White
Lacerta,Cameleon Pink Shiraz 2019,Dealu Mare,Romania,3.5,163,8.0,Rose
Mas Cremat,Les Petites Demoiselles Rosé 2022,Côtes Catalanes,France,3.9,33,8.0,Rose
Château Vari,Bergerac Rosé 2021,Bergerac Rosé,France,3.6,29,8.0,Rose
Chateau des Hospices,Nova Ona Rosé 2022,Languedoc-Roussillon,France,3.9,53,8.0,Rose
Château Turcaud,Bordeaux Rosé 2022,Bordeaux,France,3.5,110,8.0,Rose
Marrenon,Classique Luberon Rosé 2022,Luberon,France,3.4,59,8.0,Rose
Rawson's Retreat,Sémillon - Chardonnay 2020,South Australia,Australia,3.3,79,8.0,White
Duca di Salaparuta,Onìris Rosso 2021,Terre Siciliane,Italy,3.8,430,8.0,Red
Château Réaut,Bordeaux Blanc 2021,Côtes de Bordeaux,France,3.9,31,8.0,White
Château Sauvagnères,Rouge 2020,Buzet,France,3.7,36,8.0,Red
Lacerta,Cameleon White 2018,Dealu Mare,Romania,3.1,35,8.0,White
Château des Coccinelles,Syrah 2021,Pays d'Oc,France,3.4,142,8.0,Red
Château Haut Rian,Côtes de Bordeaux Rouge 2019,Côtes de Bordeaux,France,3.7,47,8.0,Red
Cave de Pazac,Le Pigeonnier Costières-de-Nîmes Rouge 2021,Costières-de-Nîmes,France,3.8,46,8.0,Red
Château Sainte-Eulalie,Plaisir d'Eulalie Minervois 2022,Minervois,France,3.7,2682,8.0,Red
Mas Montel - Mas Granier,Psalmodi 2021,Pays d'Oc,France,3.4,143,8.0,Red
Aurelia Visinescu,Nomad Cabernet Sauvignon 2018,Dealu Mare,Romania,3.4,245,8.0,Red
Chateau des Hospices,Nova Ona Rouge 2022,Languedoc-Roussillon,France,3.6,95,8.0,Red
Gayda,Flying Solo Grenache - Syrah 2021,Languedoc-Roussillon,France,3.6,40,8.0,Red
Domaine de l'Hortus,Le Loup dans la Bergerie 2022,Saint-Guilhem-le-Desert,France,3.6,30,8.0,Red
Lavau,Côtes du Rhône 2020,Côtes-du-Rhône,France,3.6,57,8.0,Red
Château Tayac,Côtes de Bourg 2015,Côtes de Bourg,France,3.5,662,8.0,Red
Mas Camps,Au Pied du Roc 2022,Languedoc-Roussillon,France,3.3,113,8.0,Red
Domaine du Barrau,Bordeaux Rouge 2018,Bordeaux,France,3.6,33,8.0,Red
Famille Jean-Pierre Rambier - Domaine Haut-Lirou,S Syrah 2022,Pays d'Oc,France,3.7,75,8.0,Red
Domaine Les Prunelles,Les Prunelles de Montblanc Classique Rouge 2021,Languedoc,France,3.7,130,8.0,Red
La Suzienne,Rabassiere Grignan-Les-Adhemar 2020,Grignan-les-Adhémar,France,3.8,186,8.0,Red
Clos Cavenac,Terra 2017,Côtes du Marmandais,France,3.6,97,8.0,Red
Château Roc Meynard,Bordeaux Supérieur 2014,Bordeaux Supérieur,France,3.6,98,8.0,Red
Mas Cremat,Tamarius 2022,Côtes Catalanes,France,3.5,490,8.0,Red
Château Haut-Cazevert,Bordeaux 2017,Bordeaux,France,3.4,31,8.0,Red
Domaine Pierre Cabanes,Trait Rouge Minervois 2016,Minervois,France,3.9,28,8.0,Red
Gérard Bertrand,Pays d'Oc 6ème Sens White 2022,Pays d'Oc,France,3.3,2012,8.01,White
Haut Montlong,Vin d'Une Nuit Bergerac Rosé 2019,Bergerac Rosé,France,3.6,38,8.02,Rose
Les Jamelles,Pinot Noir 2022,Pays d'Oc,France,3.8,39,8.05,Red
Les Jamelles,Viognier 2022,Pays d'Oc,France,4.0,56,8.05,White
Ca'Tullio,Sauvignon 2022,Colli Orientali del Friuli,Italy,3.5,72,8.08,White
Ca'Tullio,Chardonnay 2022,Colli Orientali del Friuli,Italy,3.3,51,8.08,White
Domaine Py,Mondière Corbières 2021,Corbières,France,3.4,220,8.09,Red
Conti Serristori,Chianti 2022,Chianti,Italy,3.4,8330,8.1,Red
Saint Marc,Domaine des Vignes Longues Ventoux 2017,Ventoux,France,3.6,70,8.1,Red
Château Roc Meynard,Bordeaux Blanc Sec 2022,Bordeaux,France,3.9,233,8.1,White
Les Vignerons du Sommiérois,Viognier 2022,Pays d'Oc,France,3.3,39,8.1,White
Les Vignerons du Sommiérois,Chardonnay 2022,Languedoc-Roussillon,France,3.4,29,8.1,White
Domaine de la Paroisse,Chardonnay 2020,Urfe,France,3.5,25,8.1,White
Dourthe,No. 1 Sauvignon Blanc 2015,Bordeaux,France,3.6,91,8.1,White
Gustave Lorentz,Sylvaner Alsace 2010,Alsace,France,3.4,70,8.1,White
Sainte Magdelaine,Chardonnay 2022,Pays d'Oc,France,3.3,348,8.1,White
Cave Les Coteaux de Visan,Grande Réserve Bio Côtes-du-Rhône-Villages 'Visan' 2017,Côtes-du-Rhône-Villages 'Visan',France,3.6,27,8.1,Red
Château Beaulieu Comtes de Tastes,Bordeaux Rouge 2014,Bordeaux,France,3.7,273,8.1,Red
Gustave Lorentz,Sylvaner Alsace 2011,Alsace,France,3.4,70,8.1,White
Estezargues,Cuvée des Galets Côtes du Rhône 2021,Côtes-du-Rhône,France,3.7,195,8.1,Red
Domaine des Lauribert,Tradition Côtes du Rhône 2021,Côtes-du-Rhône,France,3.6,52,8.1,Red
Partager,Merlot 2020,Pays d'Oc,France,3.6,277,8.1,Red
Château Roc Meynard,Bordeaux Supérieur 2018,Bordeaux Supérieur,France,3.6,26,8.1,Red
Georges Vigouroux,Pigmentum Malbec 2020,Cahors,France,3.7,129,8.1,Red
Les Vignerons du Sommiérois,Les Cistes Rosé 2022,Pays d'Oc,France,3.6,230,8.1,Rose
Château Les Valentines,L'Effrontee Rosé 2022,Méditerranée,France,3.8,107,8.1,Rose
Château Lamothe-Vincent,Reserve Bordeaux Blanc 2022,Bordeaux,France,3.9,94,8.1,White
Georges Vigouroux,Pigmentum Merlot - Malbec 2018,Buzet,France,3.6,329,8.1,Red
Uby,No. 7 Tannat - Merlot 2021,Côtes de Gascogne,France,3.6,94,8.1,Red
Gratien & Meyer,Saumur Brut 2019,Saumur,France,3.7,486,8.15,Sparkling
Donelli,Lambrusco Reggiano Amabile 1915,Reggiano,Italy,3.8,397,8.17,Sparkling
Château Seguineau,Bordeaux Supérieur 2020,Bordeaux Supérieur,France,3.4,53,8.17,Red
Chateau de Sérame,Blason de Sérame Corbières 2020,Corbières,France,4.0,27,8.17,Red
Colosi,Bianco (Cariddi) 2020,Sicilia,Italy,3.6,421,8.18,White
Château Tourril,Philippe 2020,Minervois,France,3.3,121,8.18,Red
Ipsum,Sans Soufre Ajouté 2020,Bordeaux,France,3.5,61,8.19,Red
Rivera,Primitivo Salento 2022,Salento,Italy,3.8,2568,8.2,Red
Domaine de Sermezy,Beaujolais-Villages Tradition 2022,Beaujolais-Villages,France,3.9,100,8.2,Red
Domaine Chiroulet,Terres Blanches Côtes de Gascogne 2022,Côtes de Gascogne,France,3.7,1208,8.2,White
Dezzani,Gavi 2022,Gavi,Italy,3.9,262,8.2,White
J. de Villebois,Sauvignon Blanc Val de Loire 2022,Val de Loire,France,3.8,53,8.2,White
Vignobles Chaigne et Fils,Château Ballan-Larquette Bordeaux Blanc 2020,Bordeaux,France,3.5,244,8.2,White
Vignobles Chaigne et Fils,Château Ballan-Larquette Bordeaux Blanc 2019,Bordeaux,France,3.5,244,8.2,White
Château Les Donats,Bergerac Rosé 2022,Bergerac,France,3.2,32,8.2,Rose
Mas Montel - Mas Granier,Psalmodi 2018,Pays d'Oc,France,3.4,143,8.2,Red
J. de Villebois,Pinot Noir 2022,Vin de France,France,3.6,29,8.2,Red
Château La Gorre,Chateau Haut Peyrillat Médoc 2017,Médoc,France,3.9,78,8.2,Red
Maison Marigny,Buddy Grenache 2021,Pays d'Oc,France,3.5,48,8.2,Red
Wolf Blass,Eaglehawk Cabernet Sauvignon 2021,South Eastern Australia,Australia,3.4,205,8.2,Red
Vignobles Chaigne et Fils,Château Ballan-Larquette Bordeaux Rosé 2021,Bordeaux,France,3.7,46,8.2,Rose
Gérard Bertrand,Pays d'OC 6ème Sens Rosè 2020,Pays d'Oc,France,3.3,175,8.2,Rose
Uby,No. 6 Rosé 2021,Côtes de Gascogne,France,3.8,74,8.2,Rose
Clos Bagatelle,Aux 4 Vents Rouge 2022,Hérault,France,3.5,95,8.23,Red
Château Beaubois,Cuvée Expression Costières de Nîmes Blanc 2022,Costières-de-Nîmes,France,3.6,337,8.23,White
Château Beaubois,Cuvée Expression Costières de Nîmes Rosé 2022,Costières-de-Nîmes,France,3.6,181,8.23,Rose
Clos Bagatelle,Aux 4 Vents Rosé 2022,Hérault,France,3.6,25,8.23,Rose
Chastenet de Puysegur,Haut-Médoc 2020,Haut-Médoc,France,3.6,261,8.24,Red
Chastenet de Puysegur,Haut-Médoc 2021,Haut-Médoc,France,3.6,261,8.24,Red
Domaine du Barrau,Bordeaux Rouge 2016,Bordeaux,France,3.6,33,8.28,Red
N°1 de Dourthe,Sauvignon Blanc Bordeaux 2014,Bordeaux,France,3.5,321,8.28,White
Château Salitis,Grenache Gris 2022,Pays d'Oc,France,3.7,46,8.28,Rose
Château Chantemerle,Médoc 2013,Médoc,France,3.7,268,8.3,Red
Domaine Força Réal,Mas de la Garrigue Côtes du Roussillon Villages 2021,Côtes du Roussillon Villages,France,3.6,511,8.3,Red
Vignoble Drouard,Abbaye des Templiers Muscadet Sèvre Maine Sur Lie 2022,Muscadet-Sevre et Maine,France,3.5,56,8.3,White
Domaine de la Guicharde,Pur Rouge 2022,Côtes-du-Rhône,France,3.7,219,8.3,Red
Mas d'Espanet,Freesia Rouge 2022,Cevennes,France,3.6,248,8.3,Red
Les Jamelles,Pinot Gris 2022,Pays d'Oc,France,3.8,756,8.3,White
Le Cellier du Pic,Bois de Montlobre 2022,Languedoc,France,3.7,174,8.3,Red
Hacienda López de Haro,Crianza 2020,Rioja,Spain,3.7,165,8.3,Red
Domaine Saint-Lannes,Signature Blanc 2022,Côtes de Gascogne,France,3.8,1862,8.3,White
Mas d'Espanet,Freesia Viognier 2022,Cevennes,France,3.6,371,8.3,White
Domaine Tropez,Sand Rosé 2022,Côtes de Provence,France,4.1,32,8.3,Rose
Conti Zecca,Cantalupi Primitivo Salento 2022,Salento,Italy,3.5,2156,8.3,Red
Gustave Lorentz,Riesling 2010,Alsace,France,3.5,28,8.31,White
François Lurton,Terra Sana Pays D'Oc Rosé 2018,Pays d'Oc,France,3.7,53,8.32,Rose
François Lurton,Terra Sana Sauvignon Blanc Côtes de Gascogne 2018,Côtes de Gascogne,France,3.4,163,8.32,White
Domaine Py,Cuvée Jules Corbieres 2022,Corbières,France,3.6,137,8.33,Rose
Domaine Py,Chardonnay 2022,Pays d'Oc,France,3.5,320,8.33,White
Forchir,Quarnerie Cabernet Sauvignon 2019,Friuli Grave,Italy,3.1,56,8.34,Red
Jeff Carrel,Le Fiston Terres du Midi 2020,Languedoc,France,3.7,164,8.35,Red
Leali di Monteacuto,Groppello 2021,Lombardia,Italy,3.4,119,8.38,Red
Contini,Tyrsos Vermentino di Sardegna 2022,Vermentino di Sardegna,Italy,3.5,28,8.38,White
Maison Castel,Gewürztraminer 2021,Pays d'Oc,France,3.5,83,8.38,White
Cecchi,La Campana Montefalco Rosso 2019,Montefalco,Italy,3.2,112,8.38,Red
Casa Vinicola Errico,Respiro di Terra Primitivo 2020,Puglia,Italy,4.0,34,8.38,White
Citra,Bisanzio Montepulciano d'Abruzzo 2021,Montepulciano d'Abruzzo,Italy,3.7,85,8.38,Red
Citra,Palio Pecorino Terre di Chieti 2022,Terre di Chieti,Italy,3.7,556,8.38,White
Orlandi Contucci Ponno,Rubiolo Montepulciano d'Abruzzo 2019,Montepulciano d'Abruzzo,Italy,3.7,50,8.38,Red
Erik Banti,Morellino di Scansano 2022,Morellino di Scansano,Italy,3.3,25,8.38,Red
Château Landereau,Entre-deux-Mers 2021,Entre-deux-Mers,France,4.0,405,8.39,White
Domaine du Touĵa,Cotes de Gascogne 2020,Côtes de Gascogne,France,3.9,49,8.4,White
Domaine Boudau,Closi Le Petit Rosé 2022,Méditerranée,France,3.6,108,8.4,Rose
Les Jamelles,Chardonnay 2022,Pays d'Oc,France,3.7,62,8.4,White
Château Martinon,Entre-Deux-Mers 2022,Entre-deux-Mers,France,3.7,1264,8.4,White
Côte des Roses,Chardonnay 2022,Pays d'Oc,France,3.7,2244,8.4,White
Les Jamelles,Muscat Sec 2022,Pays d'Oc,France,3.9,546,8.4,White
Olivares,Verdejo Single Vineyard Blanco 2021,Jumilla,Spain,3.5,167,8.4,White
Domaine Boudau,Closi Le Petit 2022,Méditerranée,France,3.7,269,8.4,Red
Monte del Frá,Le Undici Terre Custoza 2021,Bianco di Custoza,Italy,3.8,92,8.4,White
Vignoble des 2 Terres,Saint Jacques Rouge 2022,Languedoc,France,3.4,200,8.4,Red
